,id,state,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop
1248,1249,9,7,0.04,0.59,0.02,0.96,0.1,0.03,0.34,0.34,0.23,0.51,0.05,1.0,0.81,0.6,0.18,0.85,0.6,0.09,0.62,0.77,0.68,0.65,1.0,0.17,0.37,0.65,0.01,0.04,0.26,0.26,0.58,0.24,0.54,0.47,0.49,0.14,0.7,0.08,0.32,0.13,0.11,0.56,0.94,0.92,0.96,0.84,0.29,0.43,0.0,0.05,0.02,0.14,0.16,0.18,0.2,0.09,0.1,0.1,0.1,0.76,0.07,0.2,0.23,0.64,0.63,0.43,0.96,0.02,0.12,0.5,0.01,0.94,0.95,0.09,0.41,0.46,0.01,0.13,0.66,0.65,0.64,0.15,0.62,1.0,0.82,0.28,0.55,0.6,0.0,0.0,0.28,0.59,0.88,0.85,0.76,0.07,0.11,0.08,0.0,0.03
1249,1250,25,7,0.02,0.41,0.02,0.93,0.23,0.02,0.31,0.41,0.24,0.45,0.04,0.92,0.54,0.6,0.4,0.58,0.47,0.1,0.5,0.58,0.53,0.51,0.48,0.25,0.53,0.52,0.01,0.09,0.13,0.2,0.59,0.28,0.6,0.47,0.45,0.19,0.65,0.33,0.41,0.29,0.32,0.49,0.86,0.88,0.85,0.78,0.43,0.5,0.0,0.06,0.01,0.22,0.29,0.41,0.4,0.09,0.11,0.14,0.12,0.87,0.04,0.17,0.17,0.44,0.55,0.18,0.74,0.04,0.47,0.5,0.04,0.7,0.65,0.07,0.6,0.5,0.03,0.23,0.43,0.42,0.43,0.57,0.58,0.61,0.58,0.47,0.58,0.57,0.0,0.0,0.18,0.75,0.72,0.74,0.73,0.06,0.1,0.03,0.0,0.17
1250,1251,48,7,0.11,0.4,0.55,0.48,0.03,0.16,0.47,0.52,0.38,0.47,0.12,1.0,0.2,0.48,0.3,0.38,0.52,0.34,0.4,0.24,0.28,0.38,0.18,0.15,0.31,0.23,0.13,0.52,0.33,0.39,0.39,0.53,0.4,0.31,0.56,0.43,0.44,0.55,0.41,0.63,0.62,0.49,0.51,0.51,0.57,0.57,0.43,0.46,0.05,0.33,0.03,0.33,0.59,0.62,0.69,0.12,0.19,0.19,0.19,0.84,0.16,0.33,0.28,0.4,0.42,0.4,0.42,0.25,0.58,0.0,0.18,0.56,0.42,0.29,0.55,0.56,0.57,0.29,0.08,0.1,0.13,0.19,0.22,0.23,0.22,0.52,0.3,0.43,0.01,0.01,0.15,0.76,0.49,0.63,0.79,0.11,0.16,0.02,0.45,0.47
1251,1252,6,7,0.03,0.32,0.03,0.84,0.43,0.12,0.25,0.4,0.2,0.37,0.05,1.0,0.58,0.64,0.2,0.65,0.35,0.15,0.5,0.58,0.58,0.57,0.57,0.25,0.43,0.61,0.01,0.08,0.08,0.1,0.57,0.15,0.7,0.2,0.43,0.13,0.66,0.63,0.43,0.68,0.68,0.35,0.7,0.72,0.84,0.65,0.56,0.62,0.0,0.07,0.02,0.32,0.35,0.42,0.44,0.25,0.24,0.26,0.24,0.8,0.1,0.12,0.1,0.34,0.42,0.25,0.59,0.11,0.44,0.5,0.03,0.83,0.54,0.11,0.09,0.6,0.03,0.02,0.61,0.61,0.61,0.72,0.7,0.87,0.7,0.58,0.75,0.19,0.0,0.05,0.32,0.51,0.43,0.5,0.63,0.02,0.39,0.58,0.0,0.22
1252,1253,1,7,0.01,0.61,0.21,0.83,0.02,0.01,0.41,0.49,0.26,0.21,0.02,1.0,0.46,0.77,0.23,0.38,0.22,0.16,0.22,0.42,0.29,0.29,0.27,0.16,0.24,0.26,0.01,0.14,0.27,0.37,0.39,0.12,0.69,0.27,0.37,0.32,0.48,0.31,0.2,0.35,0.34,0.56,0.81,0.79,0.97,0.82,0.6,0.51,0.0,0.09,0.0,0.5,0.43,0.46,0.43,0.04,0.03,0.03,0.02,0.97,0.01,0.17,0.21,0.65,0.64,0.56,0.82,0.1,0.22,0.5,0.01,0.85,0.82,0.0,0.26,0.83,0.13,0.66,0.16,0.15,0.13,0.13,0.23,0.25,0.28,0.19,0.18,0.25,0.0,0.0,0.03,0.7,0.4,0.34,0.57,0.05,0.06,0.01,0.0,0.06
1253,1254,48,7,0.02,0.49,0.81,0.32,0.02,0.05,0.52,0.49,0.36,0.55,0.0,0.0,0.12,0.3,0.24,0.32,0.63,0.69,0.39,0.15,0.16,0.26,0.15,0.13,0.19,0.2,0.05,0.68,0.43,0.55,0.24,0.55,0.26,0.44,0.49,0.56,0.35,0.58,0.41,0.55,0.59,0.53,0.4,0.37,0.42,0.47,0.51,0.54,0.02,0.43,0.0,0.45,0.43,0.49,0.55,0.05,0.04,0.05,0.05,0.95,0.07,0.36,0.32,0.45,0.37,0.58,0.53,0.23,0.5,0.5,0.05,0.54,0.59,0.28,0.8,0.38,0.75,0.57,0.03,0.04,0.06,0.07,0.13,0.14,0.17,0.59,0.3,0.57,0.02,0.0,0.04,0.8,0.59,0.71,0.79,0.07,0.08,0.0,0.0,0.39
1254,1255,6,7,0.08,0.17,0.02,0.86,0.41,0.09,0.22,0.32,0.18,0.74,0.1,1.0,0.56,0.38,0.14,0.8,0.61,0.1,0.75,0.68,0.73,0.73,0.46,0.42,0.49,0.65,0.02,0.09,0.05,0.07,0.77,0.15,0.46,0.19,0.53,0.09,0.79,0.48,0.36,0.52,0.53,0.23,0.71,0.77,0.8,0.72,0.44,0.56,0.01,0.08,0.05,0.36,0.38,0.42,0.42,0.33,0.3,0.3,0.28,0.77,0.11,0.09,0.07,0.18,0.22,0.14,0.65,0.07,0.64,0.0,0.08,0.8,0.62,0.23,0.31,0.65,0.03,0.13,0.73,0.8,0.8,0.73,0.67,0.83,0.65,0.55,0.62,0.25,0.0,0.02,0.39,0.4,0.48,0.5,0.6,0.05,0.26,0.7,0.0,0.12
1255,1256,25,7,0.02,0.51,0.02,0.95,0.16,0.01,0.3,0.35,0.22,0.48,0.03,1.0,0.9,0.67,0.27,0.84,0.46,0.1,0.53,0.9,0.88,0.86,0.33,0.14,0.76,0.39,0.0,0.05,0.06,0.07,0.9,0.18,0.58,0.28,0.82,0.09,0.93,0.15,0.45,0.2,0.19,0.53,0.88,0.9,0.84,0.82,0.29,0.3,0.0,0.04,0.01,0.28,0.27,0.29,0.29,0.15,0.13,0.13,0.11,0.85,0.04,0.21,0.22,0.54,0.57,0.39,0.8,0.03,0.24,0.5,0.01,0.88,0.77,0.22,0.42,0.13,0.02,0.09,0.76,0.8,0.87,0.65,0.77,1.0,0.82,0.28,0.46,0.42,0.0,0.0,0.23,0.7,0.8,0.82,0.79,0.02,0.28,0.49,0.0,0.02
1256,1257,47,7,0.0,0.39,0.07,0.93,0.06,0.01,0.39,0.49,0.29,0.32,0.02,1.0,0.39,0.72,0.37,0.4,0.32,0.12,0.45,0.39,0.36,0.34,0.39,0.22,0.26,0.74,0.0,0.11,0.25,0.36,0.27,0.07,0.73,0.36,0.32,0.3,0.47,0.53,0.26,0.57,0.57,0.38,0.73,0.72,0.81,0.73,0.75,0.77,0.0,0.03,0.0,0.31,0.25,0.4,0.38,0.05,0.03,0.05,0.04,0.97,0.04,0.11,0.12,0.42,0.47,0.35,0.59,0.06,0.46,0.5,0.02,0.69,0.57,0.02,0.15,0.73,0.15,0.26,0.18,0.17,0.16,0.38,0.34,0.35,0.37,0.28,0.44,0.46,0.0,0.0,0.06,0.71,0.44,0.52,0.62,0.04,0.07,0.04,0.0,0.26
1257,1258,6,7,0.12,0.79,0.17,0.51,0.28,0.67,0.46,0.6,0.33,0.14,0.14,1.0,0.39,0.71,0.22,0.19,0.22,0.49,0.36,0.36,0.22,0.24,0.25,0.19,0.28,0.31,0.09,0.29,0.36,0.48,0.13,0.47,0.54,0.47,0.25,0.61,0.23,0.48,0.4,0.57,0.55,0.85,0.62,0.61,0.71,0.58,0.2,0.22,0.06,0.37,0.1,0.36,0.42,0.49,0.54,0.41,0.43,0.45,0.46,0.48,0.41,0.67,0.68,0.85,0.85,0.81,0.56,0.62,0.45,0.5,0.16,0.58,0.57,0.15,0.15,0.92,0.33,0.14,0.33,0.32,0.29,0.51,0.48,0.51,0.48,0.72,0.86,0.26,0.01,0.06,0.49,0.56,0.2,0.23,0.73,0.1,0.2,0.03,0.0,0.55
1258,1259,6,7,0.11,0.71,0.05,0.63,0.44,0.56,0.45,0.58,0.36,0.15,0.12,1.0,0.53,0.8,0.28,0.36,0.21,0.31,0.32,0.48,0.35,0.37,0.5,0.31,0.36,0.31,0.06,0.21,0.36,0.41,0.28,0.35,0.66,0.6,0.22,0.49,0.41,0.4,0.41,0.44,0.43,0.75,0.76,0.73,0.82,0.68,0.47,0.44,0.03,0.24,0.09,0.42,0.51,0.58,0.63,0.55,0.59,0.6,0.6,0.47,0.54,0.58,0.6,0.77,0.76,0.76,0.55,0.54,0.47,0.5,0.14,0.59,0.57,0.02,0.21,0.9,0.14,0.17,0.47,0.48,0.48,0.61,0.57,0.63,0.58,0.57,0.92,0.25,0.03,0.02,0.55,0.5,0.22,0.11,0.63,0.08,0.22,0.04,0.0,0.21
1259,1260,41,7,0.0,0.3,0.01,0.94,0.13,0.04,0.35,0.41,0.25,0.53,0.0,0.0,0.21,0.43,0.26,0.47,0.56,0.34,0.57,0.24,0.24,0.23,0.23,0.11,0.28,0.14,0.01,0.43,0.22,0.3,0.25,0.37,0.43,0.45,0.33,0.61,0.32,0.75,0.36,0.7,0.75,0.37,0.5,0.55,0.58,0.6,0.38,0.44,0.0,0.15,0.0,0.1,0.13,0.12,0.11,0.03,0.04,0.03,0.03,0.84,0.1,0.21,0.17,0.32,0.35,0.33,0.39,0.14,0.61,0.0,0.02,0.63,0.39,0.35,0.45,0.0,0.51,0.62,0.09,0.08,0.09,0.15,0.17,0.2,0.13,0.34,0.2,0.46,0.01,0.0,0.14,0.44,0.47,0.49,0.39,0.01,0.15,0.05,0.0,0.12
1260,1261,34,7,0.0,0.52,0.34,0.64,0.31,0.06,0.22,0.42,0.15,0.24,0.02,1.0,0.66,0.89,0.48,0.66,0.23,0.1,0.4,0.61,0.53,0.58,0.35,0.23,0.36,0.58,0.0,0.02,0.14,0.15,0.67,0.17,0.79,0.22,0.5,0.21,0.71,0.24,0.33,0.36,0.32,0.51,0.87,0.84,0.91,0.88,0.41,0.44,0.0,0.09,0.01,0.19,0.23,0.37,0.4,0.09,0.1,0.14,0.14,0.82,0.06,0.21,0.22,0.55,0.47,0.7,0.68,0.09,0.4,0.5,0.01,0.81,0.72,0.1,0.48,0.79,0.05,0.07,0.41,0.42,0.42,0.72,0.75,0.91,0.8,0.35,0.73,0.33,0.0,0.0,0.2,0.49,0.4,0.39,0.31,0.04,0.07,0.17,0.0,0.1
1261,1262,13,7,0.0,0.45,0.92,0.27,0.01,0.03,0.48,0.48,0.31,0.52,0.0,0.0,0.12,0.3,0.14,0.22,0.69,0.83,0.38,0.14,0.14,0.25,0.14,0.25,0.0,0.4,0.03,0.77,0.62,0.71,0.23,0.42,0.28,0.58,0.53,0.64,0.33,0.61,0.46,0.7,0.7,0.51,0.22,0.22,0.26,0.2,0.46,0.49,0.02,0.61,0.0,1.0,1.0,0.93,0.83,0.16,0.14,0.11,0.09,0.97,0.04,0.36,0.32,0.45,0.43,0.48,0.51,0.22,0.44,0.5,0.02,0.57,0.53,0.23,0.57,0.52,0.81,0.62,0.04,0.05,0.07,0.01,0.06,0.08,0.07,0.53,0.51,0.64,0.0,0.0,0.06,0.77,0.58,0.71,0.68,0.04,0.06,0.0,0.0,0.41
1262,1263,22,7,0.78,0.43,1.0,0.0,0.12,0.06,0.48,0.53,0.36,0.41,0.79,1.0,0.11,0.34,0.17,0.28,0.5,0.72,0.39,0.12,0.21,0.5,0.17,0.2,0.17,0.41,1.0,0.85,0.45,0.56,0.35,0.86,0.26,0.12,0.65,0.31,0.49,0.7,0.7,0.74,0.75,0.61,0.06,0.07,0.1,0.02,0.47,0.42,1.0,1.0,0.14,0.33,0.35,0.42,0.48,0.1,0.09,0.1,0.1,0.88,0.09,0.48,0.38,0.43,0.46,0.44,0.29,0.36,0.7,0.0,1.0,0.29,0.3,1.0,0.67,0.25,0.48,0.53,0.13,0.13,0.14,0.13,0.19,0.22,0.23,0.77,0.58,0.57,0.46,0.25,0.12,0.81,0.59,0.82,0.79,0.53,0.23,0.95,0.52,0.84
1263,1264,6,7,0.12,0.31,0.07,0.68,0.82,0.29,0.24,0.41,0.23,0.53,0.14,1.0,0.52,0.55,0.3,0.63,0.47,0.16,0.49,0.55,0.61,0.65,0.42,0.42,0.39,0.43,0.05,0.15,0.22,0.24,0.48,0.23,0.63,0.25,0.31,0.24,0.5,0.55,0.5,0.6,0.6,0.39,0.66,0.66,0.85,0.68,0.62,0.65,0.03,0.2,0.14,0.4,0.45,0.5,0.52,0.66,0.66,0.67,0.65,0.49,0.44,0.28,0.22,0.32,0.35,0.34,0.42,0.33,0.66,0.0,0.08,0.87,0.42,0.06,0.19,0.38,0.05,0.11,0.92,0.97,1.0,0.77,0.75,0.92,0.74,0.6,0.75,0.14,0.17,0.31,0.71,0.43,0.52,0.64,0.67,0.03,0.59,0.38,0.56,0.18
1264,1265,34,7,0.02,0.4,0.11,0.85,0.19,0.1,0.26,0.37,0.2,0.51,0.03,1.0,0.9,0.58,0.31,0.87,0.52,0.08,0.49,1.0,1.0,1.0,0.55,0.0,0.68,0.78,0.0,0.05,0.16,0.16,0.88,0.14,0.56,0.25,0.55,0.14,0.86,0.23,0.41,0.26,0.25,0.42,0.86,0.88,0.88,0.7,0.26,0.23,0.0,0.08,0.02,0.59,0.54,0.56,0.53,0.56,0.44,0.42,0.36,0.77,0.16,0.18,0.18,0.42,0.51,0.26,0.68,0.05,0.34,0.5,0.01,0.87,0.62,0.17,0.24,0.15,0.04,0.2,0.74,0.89,1.0,0.73,0.8,0.97,0.79,0.34,0.41,0.53,0.0,0.0,0.4,0.42,0.67,0.55,0.48,0.02,0.27,0.87,0.0,0.04
1265,1266,48,7,0.1,0.4,0.39,0.65,0.03,0.07,0.44,0.48,0.32,0.41,0.11,1.0,0.23,0.52,0.34,0.39,0.46,0.28,0.35,0.25,0.26,0.31,0.18,0.15,0.24,0.19,0.11,0.45,0.26,0.38,0.29,0.46,0.45,0.46,0.38,0.48,0.34,0.62,0.31,0.63,0.65,0.46,0.56,0.56,0.66,0.53,0.42,0.44,0.04,0.27,0.01,0.45,0.52,0.61,0.64,0.08,0.08,0.08,0.08,0.92,0.07,0.22,0.2,0.41,0.43,0.41,0.49,0.19,0.52,0.5,0.16,0.58,0.49,0.31,0.59,0.65,0.54,0.19,0.08,0.09,0.1,0.18,0.19,0.2,0.19,0.34,0.25,0.37,0.02,0.02,0.07,0.69,0.46,0.59,0.76,0.15,0.11,0.01,0.56,0.34
1266,1267,34,7,0.02,0.53,0.03,0.91,0.22,0.06,0.34,0.43,0.26,0.25,0.02,0.8,0.74,0.82,0.35,0.74,0.27,0.06,0.42,0.69,0.57,0.56,0.72,0.09,0.35,0.5,0.0,0.04,0.09,0.16,0.58,0.15,0.76,0.4,0.36,0.2,0.6,0.26,0.35,0.27,0.27,0.53,0.89,0.9,0.94,0.84,0.38,0.49,0.0,0.03,0.01,0.22,0.23,0.27,0.32,0.15,0.13,0.14,0.15,0.8,0.07,0.16,0.18,0.59,0.62,0.32,0.85,0.03,0.26,0.5,0.03,0.7,0.81,0.11,0.52,0.48,0.02,0.11,0.5,0.47,0.44,0.8,0.83,0.94,0.85,0.53,0.67,0.44,0.01,0.0,0.27,0.59,0.7,0.68,0.75,0.12,0.04,0.13,0.0,0.07
1267,1268,39,7,0.08,0.21,0.02,0.97,0.06,0.03,0.33,0.52,0.28,0.42,0.09,1.0,0.28,0.58,0.1,0.56,0.44,0.21,0.44,0.35,0.38,0.37,0.35,0.26,0.32,0.45,0.05,0.21,0.17,0.26,0.46,0.28,0.61,0.4,0.55,0.28,0.55,0.57,0.59,0.63,0.63,0.47,0.55,0.64,0.8,0.41,0.5,0.56,0.02,0.14,0.03,0.23,0.24,0.29,0.29,0.11,0.1,0.11,0.1,0.81,0.08,0.26,0.17,0.23,0.48,0.11,0.41,0.04,0.68,0.0,0.08,0.8,0.31,0.07,0.36,0.0,0.13,0.14,0.16,0.14,0.14,0.29,0.28,0.3,0.27,0.3,0.41,0.5,0.0,0.0,0.2,0.74,0.53,0.78,0.75,0.01,0.9,0.57,0.0,0.05
1268,1269,42,7,0.04,0.44,0.02,0.98,0.05,0.01,0.29,0.33,0.19,0.45,0.05,1.0,0.49,0.6,0.1,0.77,0.52,0.06,0.66,0.48,0.43,0.41,0.28,0.07,0.52,0.37,0.01,0.09,0.11,0.15,0.54,0.19,0.53,0.27,0.5,0.17,0.63,0.2,0.28,0.22,0.22,0.46,0.91,0.92,0.92,0.82,0.33,0.32,0.0,0.04,0.01,0.11,0.1,0.09,0.16,0.02,0.01,0.01,0.02,0.93,0.02,0.14,0.16,0.49,0.56,0.11,0.86,0.02,0.24,0.5,0.01,0.94,0.79,0.07,0.54,0.5,0.02,0.1,0.18,0.17,0.17,0.42,0.41,0.43,0.39,0.43,0.38,0.39,0.0,0.0,0.07,0.84,0.82,0.86,0.79,0.03,0.24,0.66,0.0,0.02
1269,1270,48,7,0.03,0.91,0.52,0.46,0.06,0.24,0.87,1.0,1.0,0.18,0.0,0.0,0.1,0.61,0.49,0.34,0.3,0.41,0.29,0.2,0.14,0.2,0.15,0.06,0.14,0.16,0.05,0.8,0.33,0.46,0.34,0.53,0.04,0.1,0.53,0.22,0.44,1.0,0.79,0.39,0.8,0.46,0.43,0.45,0.49,0.48,0.73,0.69,0.02,0.53,0.01,0.32,0.32,0.5,0.64,0.12,0.1,0.15,0.17,0.76,0.15,0.26,0.17,0.31,0.37,0.33,0.19,0.33,0.75,0.0,0.07,0.4,0.2,0.16,0.39,0.71,0.64,0.25,0.08,0.11,0.11,0.24,0.26,0.26,0.24,0.84,0.25,0.88,0.0,0.0,0.15,0.73,0.17,0.06,0.79,0.06,0.11,0.01,0.0,0.31
1270,1271,6,7,0.02,0.81,0.84,0.0,0.59,0.67,0.51,0.66,0.43,0.15,0.04,1.0,0.29,0.72,0.14,0.23,0.29,0.81,0.29,0.26,0.16,0.19,0.27,0.17,0.23,0.23,0.04,0.46,0.73,0.7,0.24,0.72,0.49,0.45,0.53,0.44,0.27,0.63,0.79,0.8,0.74,1.0,0.26,0.27,0.42,0.47,0.66,0.58,0.04,0.84,0.05,0.49,0.65,0.71,0.75,1.0,1.0,1.0,1.0,0.29,0.95,1.0,1.0,0.86,0.96,0.78,0.27,1.0,0.79,0.0,0.02,0.8,0.27,0.79,0.46,0.4,0.28,0.28,0.41,0.4,0.37,0.5,0.5,0.56,0.49,0.73,0.65,0.39,0.03,0.15,0.89,0.38,0.51,0.57,0.65,0.0,0.77,0.47,0.0,0.97
1271,1272,48,7,0.13,0.48,0.12,0.63,0.04,0.58,0.45,0.49,0.31,0.31,0.14,1.0,0.21,0.59,0.29,0.35,0.39,0.32,0.27,0.22,0.22,0.27,0.16,0.2,0.87,0.22,0.16,0.51,0.49,0.53,0.2,0.48,0.46,0.24,0.39,0.39,0.33,0.62,0.26,0.62,0.65,0.58,0.61,0.61,0.62,0.6,0.37,0.33,0.04,0.22,0.05,0.2,0.25,0.29,0.4,0.11,0.12,0.12,0.15,0.51,0.37,0.35,0.33,0.52,0.56,0.46,0.55,0.37,0.55,0.5,0.26,0.45,0.53,0.46,0.63,0.54,0.67,0.45,0.05,0.05,0.07,0.13,0.15,0.18,0.15,0.28,0.29,0.37,0.03,0.0,0.22,0.73,0.5,0.74,0.85,0.1,0.21,0.0,0.36,0.33
1272,1273,34,7,0.03,0.47,0.22,0.7,0.42,0.11,0.39,0.56,0.36,0.29,0.05,1.0,0.63,0.77,0.19,0.63,0.35,0.13,0.34,0.64,0.57,0.58,0.44,0.28,0.49,0.52,0.01,0.06,0.21,0.26,0.53,0.14,0.69,0.43,0.4,0.32,0.56,0.36,0.54,0.37,0.37,0.43,0.76,0.78,0.84,0.78,0.66,0.68,0.01,0.22,0.03,0.36,0.45,0.5,0.52,0.38,0.42,0.42,0.4,0.65,0.21,0.15,0.15,0.43,0.52,0.29,0.63,0.13,0.62,0.0,0.03,0.81,0.57,0.08,0.35,0.75,0.04,0.07,0.45,0.46,0.48,0.7,0.66,0.76,0.67,0.41,0.57,0.74,0.0,0.0,0.44,0.54,0.48,0.56,0.57,0.03,0.22,0.45,0.0,0.12
1273,1274,1,7,0.02,0.47,1.0,0.1,0.02,0.0,0.54,0.49,0.33,0.5,0.0,0.0,0.07,0.23,0.24,0.22,0.68,0.97,0.44,0.1,0.12,0.29,0.13,0.02,0.38,0.2,0.07,0.96,0.57,0.7,0.24,0.74,0.18,0.54,0.56,0.65,0.39,0.56,0.52,0.64,0.65,0.61,0.14,0.12,0.2,0.18,0.49,0.33,0.07,1.0,0.0,1.0,1.0,0.82,0.89,0.05,0.04,0.03,0.03,0.97,0.03,0.46,0.4,0.48,0.44,0.54,0.39,0.26,0.47,0.5,0.04,0.65,0.42,0.22,0.62,0.5,0.69,1.0,0.06,0.06,0.07,0.0,0.05,0.07,0.09,0.65,0.23,0.5,0.02,0.0,0.01,0.92,0.66,0.82,0.83,0.04,0.14,0.02,0.0,1.0
1274,1275,28,7,0.0,0.45,0.96,0.24,0.01,0.0,0.46,0.46,0.29,0.57,0.0,0.0,0.1,0.34,0.37,0.23,0.64,0.79,0.29,0.14,0.13,0.26,0.12,0.16,0.0,0.38,0.02,0.67,0.75,0.78,0.21,0.77,0.25,0.62,0.32,0.73,0.29,0.5,0.42,0.56,0.57,0.56,0.25,0.21,0.41,0.41,0.77,0.63,0.02,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.05,0.37,0.33,0.46,0.41,0.55,0.48,0.27,0.45,0.5,0.02,0.71,0.52,0.21,0.56,0.5,0.65,0.61,0.07,0.06,0.07,0.01,0.06,0.07,0.11,0.43,0.32,0.56,0.0,0.0,0.0,0.92,0.63,0.76,0.83,0.01,0.15,0.0,0.0,0.96
1275,1276,6,7,0.02,1.0,0.15,0.73,0.08,0.36,0.42,0.58,0.37,0.11,0.04,1.0,0.66,0.81,0.85,0.42,0.27,0.27,0.35,0.57,0.34,0.38,0.12,0.11,0.3,0.35,0.01,0.13,0.16,0.41,0.15,0.29,0.2,0.48,0.16,0.42,0.35,0.41,0.72,0.47,0.44,0.74,0.79,0.7,0.78,0.68,0.25,0.23,0.01,0.28,0.01,0.16,0.29,0.27,0.4,0.08,0.13,0.11,0.15,0.74,0.14,0.59,0.63,0.84,0.8,0.82,0.81,0.28,0.21,0.5,0.01,0.89,0.81,0.28,0.32,0.65,0.15,0.14,0.49,0.53,0.54,0.54,0.6,0.81,0.65,0.6,0.7,0.25,0.0,0.0,0.21,0.58,0.44,0.28,0.84,0.04,0.14,0.02,0.0,0.25
1276,1277,55,7,0.0,0.4,0.0,0.98,0.04,0.02,0.36,0.41,0.21,0.49,0.0,0.0,0.28,0.5,0.32,0.64,0.6,0.21,0.57,0.32,0.29,0.27,0.0,0.16,0.61,0.31,0.01,0.2,0.27,0.31,0.34,0.18,0.63,0.7,0.36,0.67,0.36,0.4,0.3,0.36,0.39,0.46,0.74,0.78,0.72,0.7,0.76,0.81,0.0,0.11,0.0,0.21,0.15,0.13,0.28,0.04,0.02,0.02,0.04,0.94,0.01,0.19,0.17,0.42,0.51,0.26,0.66,0.05,0.43,0.5,0.0,0.95,0.61,0.09,0.33,0.27,0.11,0.09,0.1,0.08,0.08,0.2,0.22,0.23,0.21,0.3,0.3,0.5,0.0,0.0,0.07,0.8,0.59,0.72,0.79,0.01,0.2,0.0,0.0,0.03
1277,1278,25,7,0.03,0.6,0.01,0.96,0.05,0.02,0.63,0.51,0.49,0.52,0.03,0.71,0.39,0.45,0.37,0.58,0.66,0.3,0.57,0.38,0.35,0.34,0.17,0.1,0.31,0.55,0.01,0.14,0.66,0.58,0.34,0.51,0.42,0.39,0.56,0.4,0.42,0.23,0.49,0.24,0.24,0.51,0.79,0.8,0.78,0.8,0.7,0.69,0.0,0.05,0.02,0.03,0.04,0.07,0.12,0.02,0.03,0.05,0.07,0.6,0.27,0.16,0.18,0.53,0.58,0.27,0.83,0.05,0.33,0.5,0.04,0.68,0.78,0.11,0.73,0.52,0.05,0.22,0.35,0.37,0.39,0.13,0.24,0.41,0.23,0.59,0.52,0.51,0.0,0.0,0.34,0.77,0.73,0.83,0.89,0.18,0.04,0.04,0.0,0.12
1278,1279,6,7,0.04,0.38,0.06,0.82,0.35,0.15,0.32,0.42,0.24,0.27,0.05,1.0,0.57,0.72,0.1,0.59,0.26,0.23,0.43,0.58,0.51,0.52,0.24,0.28,0.38,0.53,0.02,0.14,0.1,0.18,0.47,0.21,0.64,0.22,0.42,0.21,0.6,0.73,0.42,0.77,0.78,0.37,0.61,0.61,0.74,0.54,0.57,0.61,0.01,0.19,0.02,0.35,0.42,0.43,0.5,0.23,0.24,0.22,0.24,0.78,0.1,0.14,0.13,0.37,0.41,0.29,0.63,0.12,0.45,0.5,0.02,0.88,0.6,0.12,0.24,0.69,0.07,0.22,0.5,0.53,0.54,0.56,0.58,0.68,0.6,0.56,0.77,0.24,0.03,0.05,0.27,0.58,0.41,0.64,0.74,0.03,0.24,0.34,0.0,0.14
1279,1280,6,7,0.05,0.18,0.09,0.75,0.2,0.35,0.19,0.29,0.18,0.89,0.06,1.0,0.26,0.24,0.17,0.48,0.73,0.3,0.48,0.31,0.5,0.55,0.26,0.2,0.32,0.3,0.04,0.33,0.27,0.39,0.32,0.32,0.34,0.06,0.34,0.2,0.42,0.79,0.45,0.79,0.82,0.24,0.47,0.49,0.58,0.44,0.36,0.42,0.02,0.27,0.05,0.39,0.53,0.58,0.6,0.56,0.66,0.65,0.62,0.61,0.33,0.28,0.19,0.19,0.15,0.3,0.46,0.34,0.76,0.0,0.63,0.0,0.5,0.03,0.2,0.71,0.18,0.26,0.31,0.34,0.42,0.46,0.46,0.54,0.46,0.84,0.83,0.53,0.02,0.0,0.6,0.25,0.38,0.39,0.54,0.22,0.04,0.17,0.0,0.52
