id,num_of_admin_pages,admin_page_duration,num_of_info_pages,info_page_duration,num_of_product_pages,product_page_duration,total_duration,BounceRates,ExitRates,PageValues,closeness_to_holiday,Month,device,internet_browser,Region,user_type,Weekend,A,B,C,D,purchase
4257,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,May,3,chrome_99.1.3,3,Returning_Visitor,TRUE,c_2,113.9350379,log400,,0
4258,7,221,0,0.0 minutes,27,1753.583333 minutes,,0,0.013131313,0,0.2,May,1,,1,Returning_Visitor,FALSE,c_3,103.7875191,log400,,0
4259,0,0,0,0.0 minutes,6,332.0 minutes,332,0,0.033333333,0,0,May,2,browser_5_v10,4,Returning_Visitor,FALSE,,89.51629999,log200,,0
4260,0,0,0,0.0 minutes,26,1380.833333 minutes,1380.833333,0,0.018055556,0,0,May,2,browser_6_v12,4,Returning_Visitor,FALSE,c_13,81.25912316,log8080,,0
4261,0,0,0,0.0 minutes,15,575.6666667 minutes,575.6666667,0.043333333,0.044444444,0,0,May,2,chrome_80,2,Returning_Visitor,FALSE,c_2,111.0618682,log_100,,0
4262,1,4,0,0.0 minutes,14,1319.833333 minutes,,0,0.012222222,0,0,May,2,chrome_89,1,Returning_Visitor,FALSE,c_5,109.0442841,log400,,0
4263,0,0,0,0.0 minutes,21,979.0166667 minutes,979.0166667,0,0.021,0,0,May,2,chrome_99.1.4,1,Returning_Visitor,FALSE,c_4,105.8509545,log200,,0
4264,1,17,4,32.0 minutes,11,948.0 minutes,997,0.013333333,0.016666667,25.484,0.6,May,2,chrome_89,1,Returning_Visitor,FALSE,c_6,88.65578968,log202,,1
4265,1,3,,0.0 minutes,11,,,0,0.005,0,0,May,4,chrome_98.0.1,1,Returning_Visitor,FALSE,c_3,86.53044472,log400,,0
4266,0,0,0,0.0 minutes,7,304.3333333 minutes,304.3333333,0,0.033333333,0,0,May,1,safari_14.1,1,New_Visitor,TRUE,c_2,112.4962268,log400,,0
4267,0,,0,0.0 minutes,8,856.4166667 minutes,856.4166667,0,0.028571429,44.56114286,0.6,May,2,edge_96.0.1054.72,9,Returning_Visitor,FALSE,c_5,112.6951544,log202,,1
4268,0,0,2,24.0 minutes,15,,,0,0.013333333,0,0,May,6,chrome_98.0.1,4,Returning_Visitor,TRUE,c_2,114.0610541,log404,,0
4269,0,0,0,0.0 minutes,,368.5 minutes,368.5,0,0.008333333,0,0,May,2,chrome_98.0.1,4,Returning_Visitor,FALSE,c_1,105.9010227,log202,,0
4270,0,0,0,0.0 minutes,3,,12,0.066666667,0.133333333,0,0,May,2,edge_96.0.1054.75,3,Returning_Visitor,FALSE,c_6,100.5308328,log404,,0
4271,10,586.6480186,3,263.6666667 minutes,41,1919.24523 minutes,2769.559915,0.014875647,0.03167916,3.485352521,0,May,1,,8,Returning_Visitor,TRUE,c_6,103.5142401,log404,,0
4272,3,14,0,0.0 minutes,154,4712.769322 minutes,4726.769322,0.001282051,0.014267214,3.890350183,0,May,2,browser_5_v12,6,Returning_Visitor,FALSE,c_3,90.44132726,log8080,,0
4273,0,0,0,0.0 minutes,11,482.6666667 minutes,482.6666667,0,0.02,22.738,0,May,1,,6,New_Visitor,FALSE,c_2,100.5850728,log8080,,1
4274,10,363.3333333,0,0.0 minutes,59,2012.900794 minutes,2376.234127,0.001538462,0.011431235,54.65714872,0,May,1,browser_5_v19,1,Returning_Visitor,FALSE,c_4,96.26300732,log_100,,0
4275,10,154.7916667,2,7.0 minutes,49,,1876.660318,0.013711002,0.055127258,1.456951523,1,May,1,safari_15.4,1,Returning_Visitor,TRUE,c_2,102.6333864,log400,,0
4276,0,0,0,0.0 minutes,16,650.8333333 minutes,,0,0.019047619,13.99,0,May,2,chrome_98.0.1,7,Returning_Visitor,FALSE,c_2,93.08365333,log404,,1
4277,,0,0,0.0 minutes,26,781.5 minutes,,0.007692308,0.030769231,0,0.2,May,2,chrome_99.1.3,2,Returning_Visitor,FALSE,c_3,87.0531308,log202,3.435172426,0
4278,1,17.5,0,0.0 minutes,17,665.9848485 minutes,,0,0.002352941,51.60705882,0,May,,chrome_80,4,New_Visitor,FALSE,c_2,114.8728104,log8080,,1
4279,0,0,2,71.0 minutes,16,244.0 minutes,,0,0.023529412,0,0,May,2,chrome_98.0.1,1,Returning_Visitor,FALSE,c_4,111.4925868,log202,,0
4280,0,,0,0.0 minutes,24,255.3222222 minutes,,0.025,0.038888889,0,0.6,May,2,chrome_99.1.3,8,Returning_Visitor,FALSE,c_1,84.76740578,log400,,0
4281,,,0,0.0 minutes,70,2083.3 minutes,,0.000980392,0.005252101,0,0,May,2,chrome_99.1.4,7,Returning_Visitor,FALSE,c_2,92.91655566,log200,,0
4282,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,May,3,chrome_89,3,Returning_Visitor,FALSE,c_3,94.83627646,log200,,0
4283,1,33,1,27.0 minutes,18,630.871912 minutes,690.871912,0,0.000292398,0,0,May,1,safari_13.1,3,New_Visitor,FALSE,c_3,97.49055693,log400,,0
4284,0,0,2,62.33333333 minutes,34,1122.272727 minutes,,0.047222222,0.071018519,0,0.8,May,2,chrome_98.0.1,4,Returning_Visitor,FALSE,c_6,103.1206359,log_100,,0
4285,3,112,0,0.0 minutes,4,111.6666667 minutes,223.6666667,0,0.028571429,0,0,May,3,chrome_89,4,Returning_Visitor,FALSE,,112.4008056,log404,,0
4286,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,May,2,chrome_80,1,Returning_Visitor,FALSE,c_3,85.83336449,log202,,0
4287,1,76,0,0.0 minutes,37,821.3333333 minutes,897.3333333,0,0.014285714,0,0,May,2,chrome_98.0.1,4,Returning_Visitor,FALSE,c_4,96.5417427,log200,,0
4288,0,0,,0.0 minutes,5,626.0 minutes,,0,0.04,0,0,May,1,safari_15,1,Returning_Visitor,FALSE,c_4,84.73932742,log202,,0
4289,0,,0,0.0 minutes,17,857.0 minutes,857,0.023529412,0.076470588,0,0,May,4,chrome_80,4,Returning_Visitor,FALSE,c_2,105.4547134,log404,,0
4290,0,0,0,0.0 minutes,3,44.0 minutes,44,0.066666667,0.1,0,0,May,3,chrome_98.0.1,1,Returning_Visitor,FALSE,c_15,88.0622757,log8080,,0
4291,1,51,0,0.0 minutes,66,1859.5 minutes,,0.005128205,0.00974359,0,,May,2,chrome_90.1.7,2,Returning_Visitor,FALSE,c_2,97.47336238,log404,,0
4292,12,194.0362319,3,61.5 minutes,36,625.308112 minutes,880.8443439,0.011627907,0.032461962,0,0,May,3,chrome_89,1,Returning_Visitor,FALSE,c_1,102.4500886,log8080,,0
4293,,0,,0.0 minutes,27,1115.75 minutes,,0.015384615,0.034615385,0,0,May,2,chrome_99.1.4,1,Returning_Visitor,FALSE,,108.0461895,log404,,0
4294,1,57,3,144.0 minutes,15,280.0833333 minutes,,0.010526316,0.021052632,0,0,May,3,chrome_80,6,Returning_Visitor,TRUE,c_4,93.2086038,log400,,0
4295,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,May,,chrome_80,6,Returning_Visitor,FALSE,c_3,106.9130651,log404,,0
4296,0,0,0,0.0 minutes,9,260.3 minutes,,0,0.005555556,16.32244444,0,May,3,chrome_99.1.3,6,Returning_Visitor,FALSE,c_11,86.80672314,log400,-0.774356724,1
4297,2,11.5,0,0.0 minutes,12,1562.0 minutes,,0.023,0.042941176,33.1128,0.8,May,2,chrome_99.1.4,1,Returning_Visitor,FALSE,c_1,90.97043411,log404,,0
4298,1,9,1,82.0 minutes,93,3148.173939 minutes,,0.021875,0.039475088,3.323971324,0.4,May,3,chrome_80,8,Returning_Visitor,FALSE,c_13,105.0552068,log400,,0
4299,0,0,0,0.0 minutes,21,464.5833333 minutes,,0,0.0125,0,0,May,2,chrome_98.0.1,3,Returning_Visitor,FALSE,c_2,88.87497449,log404,,0
4300,0,0,0,0.0 minutes,14,310.0 minutes,,0.028571429,0.064285714,0,,May,2,edge_99.0.1150.46,1,Returning_Visitor,FALSE,c_3,101.0006326,log404,,0
4301,0,0,0,0.0 minutes,12,1287.0 minutes,1287,0,0.016666667,0,,May,4,chrome_99.1.4,2,Returning_Visitor,FALSE,c_13,83.40204095,log404,,0
4302,0,,0,0.0 minutes,,153.0 minutes,153,0,0.04,0,0.6,May,2,browser_10_v9,1,Returning_Visitor,FALSE,c_3,92.92471351,log_100,,0
4303,0,0,0,0.0 minutes,2,247.0 minutes,247,0,0.1,0,0,May,1,safari_15.2,1,Returning_Visitor,FALSE,c_1,114.1549615,log202,,0
4304,2,15,0,0.0 minutes,26,601.7681818 minutes,616.7681818,0,0.007407407,0,0.8,May,2,edge_97.0.1072.76,1,New_Visitor,FALSE,c_2,93.69136197,log404,,0
4305,8,201.3333333,2,5.0 minutes,116,3364.191667 minutes,,0.014957265,0.024863655,0,0.4,May,3,chrome_89,3,Returning_Visitor,FALSE,c_4,98.29471667,log200,,0
4306,0,,0,0.0 minutes,13,490.0833333 minutes,,0,0.003636364,11.988,1,May,1,browser_8_v7,1,New_Visitor,TRUE,,90.1749971,log404,,1
4307,0,0,0,0.0 minutes,5,87.0 minutes,,0.04,0.06,0,0.6,May,2,chrome_98.0.1,3,Returning_Visitor,FALSE,c_6,94.98315763,log8080,,0
4308,0,0,0,0.0 minutes,6,954.5 minutes,954.5,0,0.066666667,0,0.4,May,2,chrome_99.1.3,3,Returning_Visitor,FALSE,c_4,95.44980866,log200,,0
4309,3,26,0,0.0 minutes,2,22.0 minutes,,0,0.02,0,0.8,May,2,chrome_99.1.3,1,Returning_Visitor,FALSE,c_4,106.0334072,log200,,0
4310,7,134.75,0,0.0 minutes,43,3283.722222 minutes,,0.009302326,0.019379845,24.90144186,0.2,May,1,chrome_99.1.4,1,Returning_Visitor,FALSE,c_4,99.68413111,log_100,,0
4311,2,16,0,0.0 minutes,29,1412.5 minutes,1428.5,0.007142857,0.046428571,0,0,May,2,chrome_89,6,Returning_Visitor,FALSE,c_13,87.44849317,log202,,0
4312,0,0,0,0.0 minutes,9,,113,0.022222222,0.055555556,0,0.4,May,2,chrome_99.1.3,1,Returning_Visitor,FALSE,c_3,96.98503449,log_100,,0
4313,4,116,1,8.0 minutes,59,1828.774603 minutes,,0.003874092,0.023361582,26.93792373,0,May,2,chrome_80,7,Returning_Visitor,FALSE,c_6,110.3771656,log404,,0
4314,3,42,0,0.0 minutes,24,,,0.031481481,0.018777882,0,0,May,3,chrome_90.1.7,4,Returning_Visitor,FALSE,c_3,99.33851551,log8080,,0
4315,2,29,1,113.0 minutes,14,536.0357143 minutes,678.0357143,0,0.003571429,0,0,May,2,chrome_89,3,Returning_Visitor,FALSE,c_2,91.00412703,log_100,,0
4316,2,12,0,0.0 minutes,45,547.5 minutes,559.5,0.033469388,0.054460641,13.18408163,0.8,May,2,browser_10_v19,3,Returning_Visitor,FALSE,c_2,94.39057683,log8080,,0
4317,0,0,0,0.0 minutes,88,1917.683333 minutes,1917.683333,0.003409091,0.016287879,0,0.2,May,2,chrome_99.1.4,3,Returning_Visitor,FALSE,c_1,94.79412269,log202,,0
4318,1,0,1,37.4 minutes,23,1146.5 minutes,1183.9,0.015384615,0.023076923,72.52076923,0,May,2,edge_96.0.1054.72,1,Returning_Visitor,TRUE,c_4,103.4120372,log8080,,1
4319,1,43,0,0.0 minutes,36,2362.5 minutes,2405.5,0,0.016190476,0,0.6,May,2,browser_5_v19,1,Returning_Visitor,FALSE,c_4,93.06213992,log8080,,0
4320,0,0,0,0.0 minutes,10,393.0 minutes,,0.02,0.06,0,0,May,2,,7,Returning_Visitor,FALSE,c_3,109.448049,log202,,0
4321,3,108,0,0.0 minutes,26,730.5333333 minutes,838.5333333,0.011538462,0.014102564,0,0,May,1,safari_13,1,Returning_Visitor,FALSE,c_11,114.9152372,log200,,0
4322,0,0,0,0.0 minutes,6,1563.0 minutes,1563,0,0.011111111,0,0,May,2,chrome_99.1.4,1,Returning_Visitor,FALSE,c_4,88.70996266,log200,,0
4323,0,0,1,24.0 minutes,9,717.0 minutes,,0.02,0.03,0,0,May,3,chrome_99.1.3,5,Returning_Visitor,FALSE,c_13,86.14750468,log8080,,0
4324,3,57,,163.0 minutes,36,2928.777778 minutes,,0.002631579,0.021052632,0,0,May,2,browser_10_v9,2,Returning_Visitor,TRUE,c_5,92.83255065,log8080,,0
4325,6,110,0,0.0 minutes,21,884.3333333 minutes,,0,0.016231884,17.94797101,0,May,1,chrome_89,5,Returning_Visitor,FALSE,c_2,94.52975516,log404,,0
4326,12,310.6333333,0,0.0 minutes,28,606.4166667 minutes,917.05,0.027619048,0.03614966,0,0,May,3,chrome_89,2,Returning_Visitor,TRUE,,108.3267972,log404,,0
4327,4,699,0,0.0 minutes,,261.7 minutes,,0,0.020512821,0,0,May,3,chrome_90.1.7,3,New_Visitor,FALSE,c_11,105.2042974,log8080,,0
4328,0,0,0,0.0 minutes,16,431.5 minutes,431.5,0.05625,0.092083333,0,0.2,May,3,chrome_99.1.3,1,Returning_Visitor,FALSE,c_13,99.86850973,log200,,0
4329,0,0,0,0.0 minutes,14,184.8333333 minutes,184.8333333,0,0.035714286,0,0.4,May,2,chrome_89,1,Returning_Visitor,FALSE,c_2,96.77717708,log202,,0
4330,8,85.5,0,0.0 minutes,41,1135.860714 minutes,,0,0.025876068,11.87691429,1,May,2,chrome_99.1.3,1,Returning_Visitor,TRUE,c_2,93.66722455,log404,,0
4331,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,May,1,safari_15.4,1,Returning_Visitor,FALSE,c_20_40,107.8102575,log202,5.727172736,0
4332,0,0,0,0.0 minutes,,69.0 minutes,69,0,0.05,0,0,May,3,chrome_80,3,Returning_Visitor,FALSE,c_3,81.59241538,log404,,0
4333,0,0,0,0.0 minutes,24,272.0 minutes,272,0.056,0.090666667,0,0.8,May,3,chrome_89,3,Returning_Visitor,FALSE,c_4,104.2304364,log400,,0
4334,3,53,2,7.0 minutes,24,678.0 minutes,738,0,0.014814815,20.13555556,0,May,2,browser_5_v8,3,Returning_Visitor,FALSE,c_2,92.32886429,log_100,,1
4335,0,0,0,0.0 minutes,3,38.0 minutes,38,0.066666667,0.066666667,0,0.8,May,,chrome_90.1.7,4,Returning_Visitor,FALSE,c_4,91.50346383,log404,,0
4336,9,363.875,0,0.0 minutes,29,2351.05 minutes,2714.925,0.005555556,0.015762787,0,0,May,2,edge_96.0.1054.75,1,Returning_Visitor,FALSE,c_1,90.66798814,log404,,0
4337,0,0,0,0.0 minutes,44,2588.5 minutes,2588.5,0.019047619,0.041201814,0,0.8,May,3,chrome_89,1,Returning_Visitor,FALSE,c_4,103.7267378,log200,,0
4338,0,0,0,0.0 minutes,15,463.3333333 minutes,,0.035714286,0.046428571,0,0,May,2,browser_5_v19,1,Returning_Visitor,FALSE,c_1,113.5770274,log400,,0
4339,0,0,0,0.0 minutes,6,106.5 minutes,106.5,0,0.033333333,0,0,May,1,safari_15.2,1,Returning_Visitor,FALSE,c_3,111.9369255,log404,,0
4340,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,May,2,browser_10_v11,5,Returning_Visitor,FALSE,c_1,92.67854636,log_100,,0
4341,1,11,0,0.0 minutes,7,950.0 minutes,961,0.01875,0.020833333,0,0,May,3,chrome_99.1.4,2,Returning_Visitor,FALSE,c_3,98.30215848,log202,,0
4342,0,0,0,0.0 minutes,11,0.0 minutes,,0.2,0.2,0,0.8,May,3,chrome_80,1,Returning_Visitor,FALSE,c_3,88.30830912,log8080,,0
4343,0,0,0,0.0 minutes,34,877.6666667 minutes,877.6666667,0.02020202,0.042323232,5.694121212,0,May,2,chrome_99.1.3,1,Returning_Visitor,FALSE,c_2,122.0021108,log200,,0
4344,,0,0,0.0 minutes,61,4501.4337 minutes,4501.4337,0.015,0.036678391,0,0.2,May,4,browser_5_v20,3,Returning_Visitor,FALSE,c_2,94.03654722,log202,,0
4345,0,0,0,0.0 minutes,68,3357.340476 minutes,,0.018137255,0.028272059,0,1,May,3,,6,Returning_Visitor,TRUE,,102.5909573,log202,,0
4346,2,178,0,0.0 minutes,36,943.6190476 minutes,,0.031944444,0.048194444,0,0.2,May,3,chrome_80,1,Returning_Visitor,FALSE,c_13,103.4603359,log400,,0
4347,6,17,0,0.0 minutes,51,1056.616667 minutes,1073.616667,0.016734694,0.036472303,0,0.8,May,2,chrome_99.1.4,3,Returning_Visitor,FALSE,c_11,84.41804485,log8080,,0
4348,5,78,0,0.0 minutes,21,406.8 minutes,484.8,0,0.009937888,0,0,May,2,edge_96.0.1054.75,1,Returning_Visitor,FALSE,c_3,97.71959438,log8080,,0
4349,0,0,0,0.0 minutes,6,48.33333333 minutes,48.33333333,0.011111111,0.075,0,0,May,2,chrome_98.0.1,3,Returning_Visitor,FALSE,c_6,103.3660528,log8080,,0
4350,0,0,0,0.0 minutes,4,99.0 minutes,,0,0.05,0,0.4,May,1,safari_15.2,7,Returning_Visitor,FALSE,c_2,102.3317808,log8080,,0
4351,0,0,0,0.0 minutes,7,148.1666667 minutes,,0,0.057142857,0,0.4,May,1,safari_14.1,1,Returning_Visitor,FALSE,c_20_61,91.76845699,log8080,,0
4352,,0,0,0.0 minutes,3,,,0,0.066666667,0,0,May,1,browser_8_v15,6,Returning_Visitor,TRUE,c_11,94.07171526,log8080,,0
4353,0,0,0,0.0 minutes,71,1799.833333 minutes,1799.833333,0.016901408,0.047183099,0,0.6,May,2,edge_96.0.1054.75,8,Returning_Visitor,FALSE,c_6,75.00863193,log200,,0
4354,,188,0,0.0 minutes,25,,1377.458333,0,0.006150794,36.89921429,0.6,May,2,browser_10_v15,1,Returning_Visitor,FALSE,c_4,78.497846,log8080,,1
4355,1,20,0,0.0 minutes,0,0.0 minutes,20,0,0.066666667,0,0,May,3,chrome_99.1.3,1,Returning_Visitor,FALSE,c_4,100.7664212,log200,,0
4356,0,0,0,0.0 minutes,43,703.8333333 minutes,,0,0.006976744,0,0,May,2,edge_96.0.1054.72,1,Returning_Visitor,FALSE,c_2,107.3212378,log8080,,0
4357,5,75,0,0.0 minutes,31,1066.0 minutes,,0,0.014285714,0,0,May,2,chrome_80,1,Returning_Visitor,FALSE,c_6,99.5448031,log400,,0
4358,4,38.30555556,,0.0 minutes,52,1630.972222 minutes,,0.012,0.026,0,,May,6,browser_5_v19,3,Returning_Visitor,TRUE,c_2,88.18833946,log404,,0
4359,0,0,0,0.0 minutes,12,86.5 minutes,,0.076923077,0.087179487,0,0.8,May,3,chrome_98.0.1,6,Returning_Visitor,FALSE,c_13,104.3579568,log200,,0
4360,5,130.3333333,1,68.0 minutes,57,2660.245238 minutes,2858.578571,0.000847458,0.003954802,59.1244678,0,May,1,safari_15,6,Returning_Visitor,FALSE,c_4,122.1851708,log_100,,0
4361,1,28,0,0.0 minutes,14,,952,0.014285714,0.028571429,0,0,May,1,safari_15.4,3,Returning_Visitor,TRUE,c_4,89.70283795,log400,,0
4362,0,0,0,0.0 minutes,4,117.0 minutes,,0.15,0.175,0,0.6,May,3,chrome_80,3,Returning_Visitor,FALSE,c_3,106.335662,log404,,0
4363,6,89,1,0.0 minutes,29,,,0.013793103,0.025517241,0,0.2,May,3,chrome_98.0.1,1,Returning_Visitor,FALSE,c_2,93.16868638,log400,,0
4364,0,0,,,4,129.0 minutes,,,0.0125,0,0,May,,,4,Returning_Visitor,FALSE,,91.70974208,,,0
4365,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,0,May,2,chrome_90.1.7,5,Returning_Visitor,FALSE,c_13,114.7543115,log400,,0
4366,,0,,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0,May,3,chrome_90.1.7,3,Returning_Visitor,FALSE,c_13,98.75456009,log404,,0
4367,4,147.6666667,2,96.33333333 minutes,46,1041.316345 minutes,1285.316345,0.000571429,0.013478622,2.690792571,0,May,2,chrome_99.1.3,6,Returning_Visitor,TRUE,c_4,89.76971055,log200,,0
4368,1,18.5,0,0.0 minutes,32,814.6071429 minutes,,0,0.024019608,3.111047059,0.6,May,2,chrome_98.0.1,1,Returning_Visitor,FALSE,c_4,96.85046403,log_100,,1
4369,0,0,0,0.0 minutes,19,725.9 minutes,,0,0.005263158,0,0,May,1,chrome_98.0.1,1,Returning_Visitor,FALSE,c_4,105.4707586,log8080,,0
4370,3,26,0,0.0 minutes,85,768.5 minutes,,0,0.005813953,0,0,May,2,browser_5_v13,4,Returning_Visitor,FALSE,c_4,99.81056822,log202,,0
4371,9,249.5,0,0.0 minutes,66,2506.333333 minutes,2755.833333,0.015277778,0.041369048,13.99708333,0,May,2,chrome_90.1.7,6,Returning_Visitor,FALSE,c_6,103.996012,log404,,1
4372,7,356,1,37.0 minutes,61,683.1738095 minutes,1076.17381,0,0.006349206,0,0,May,2,chrome_89,1,New_Visitor,FALSE,c_3,108.5107041,log8080,,0
4373,0,0,0,0.0 minutes,1,0.0 minutes,0,0.2,0.2,0,1,May,3,chrome_99.1.4,7,Returning_Visitor,TRUE,c_6,106.3168982,log_100,,0
4374,,25,0,0.0 minutes,36,1445.6 minutes,1470.6,0.005714286,0.036190476,0,1,May,3,browser_3_v13,3,Returning_Visitor,TRUE,c_2,107.723102,log200,,0
4375,6,169.5666667,0,0.0 minutes,21,1853.535714 minutes,,0,0.021727273,0,0,May,3,chrome_80,4,Returning_Visitor,TRUE,c_4,99.85937165,log400,,0
4376,6,46.27272727,0,0.0 minutes,113,2216.66832 minutes,2262.941047,0.005357143,0.014344857,8.353508036,0.2,May,2,chrome_99.1.4,1,Returning_Visitor,FALSE,c_1,103.028507,log200,,0
4377,4,74.33333333,3,10.0 minutes,2,,157.3333333,0,0.044444444,0,0,May,3,chrome_98.0.1,1,New_Visitor,FALSE,,108.5993835,log404,2.541025635,0
4378,17,2629.253968,24,2050.433333 minutes,705,43171.23338 minutes,47850.92068,0.004851285,0.015431438,0.763828956,,May,2,chrome_80,1,Returning_Visitor,TRUE,c_14,99.00462638,log400,,0
4379,3,92,,0.0 minutes,134,6897.942424 minutes,6989.942424,0.002985075,0.008824665,0,0,May,2,chrome_99.1.3,2,Returning_Visitor,FALSE,c_1,100.7578731,log8080,,0
4380,0,0,,0.0 minutes,57,1718.5 minutes,1718.5,0.039766082,0.054736842,0,0.8,May,1,safari_14.1,2,Returning_Visitor,FALSE,c_3,113.7518821,log404,,0
4381,0,0,0,0.0 minutes,2,0.0 minutes,,0.2,0.2,0,0,May,,chrome_90.1.7,3,Returning_Visitor,TRUE,c_4,115.7529397,log_100,,0
4382,0,0,0,0.0 minutes,4,352.0 minutes,,0.1,0.15,0,0.8,May,2,chrome_90.1.7,1,Returning_Visitor,FALSE,c_13,88.92018744,log200,,0
4383,2,70.66666667,1,101.0 minutes,56,1086.074242 minutes,1257.740909,0.010526316,0.022368421,14.84053801,0,May,2,chrome_90.1.7,3,Returning_Visitor,FALSE,c_2,108.4364095,log8080,,0
4384,9,150,0,0.0 minutes,128,1799.144235 minutes,1949.144235,0.009237379,0.020182874,0,0.8,May,3,chrome_90.1.7,3,Returning_Visitor,FALSE,c_13,98.35816045,log202,,0
4385,2,46.5,,377.0 minutes,6,117.5 minutes,541,0.045454545,0.060606061,0,0.4,May,1,,3,Returning_Visitor,FALSE,c_1,108.5382288,log_100,,0
4386,0,0,0,0.0 minutes,2,,0,0.2,0.2,0,0.2,May,1,safari_15,1,Returning_Visitor,FALSE,c_3,121.2514118,log202,,0
4387,0,0,0,0.0 minutes,4,26.0 minutes,,0.05,0.1,0,0.4,May,2,chrome_99.1.4,1,Returning_Visitor,FALSE,c_13,90.23402727,log202,,0
4388,0,0,0,0.0 minutes,2,19.0 minutes,19,0,0.05,0,0.4,May,2,chrome_90.1.7,8,Returning_Visitor,FALSE,c_2,110.8869312,log202,,0
4389,1,44,0,0.0 minutes,56,2075.983333 minutes,2119.983333,0,0.014545455,13.81852727,0,May,2,browser_5_v13,2,Returning_Visitor,FALSE,c_3,95.9752036,log202,,1
4390,0,0,0,0.0 minutes,7,1859.5 minutes,1859.5,0,0.057142857,0,0,May,2,chrome_80,1,Returning_Visitor,FALSE,c_6,99.12852578,log8080,,0
4391,0,0,,0.0 minutes,29,830.9333333 minutes,830.9333333,0.035555556,0.088333333,0,0.6,May,3,chrome_99.1.4,6,Returning_Visitor,FALSE,c_13,98.26858849,log202,,0
4392,0,0,0,0.0 minutes,4,21.0 minutes,21,0.1,0.15,0,0.6,May,2,chrome_89,1,Returning_Visitor,FALSE,c_3,87.14786325,log8080,,0
4393,3,45,0,0.0 minutes,42,1288.066667 minutes,,0,0.007317073,0,0,May,2,,1,Returning_Visitor,FALSE,c_4,105.7761713,log200,,0
4394,2,32,0,0.0 minutes,16,230.1 minutes,262.1,0,0.0125,0,0,May,2,,2,Returning_Visitor,TRUE,c_1,107.4195377,log8080,,0
4395,7,176.5,0,0.0 minutes,34,1384.972222 minutes,1561.472222,0.005263158,0.021992481,26.45082237,0,May,1,safari_15.2,2,Returning_Visitor,FALSE,c_4,93.53358015,log_100,,1
4396,0,0,0,0.0 minutes,1,0.0 minutes,,0.2,0.2,0,0.4,May,2,chrome_89,1,Returning_Visitor,FALSE,c_1,99.84039355,log_100,,0
4397,0,0,0,0.0 minutes,19,809.1666667 minutes,809.1666667,0.031578947,0.051578947,0,0.6,May,2,chrome_98.0.1,4,Returning_Visitor,FALSE,c_3,98.4900684,log404,,0
4398,0,0,0,0.0 minutes,9,145.0 minutes,,0.066666667,0.122222222,0,0.8,May,3,chrome_89,1,Returning_Visitor,FALSE,,101.7611462,log404,,0
4399,7,286.8333333,7,373.5 minutes,15,176.5 minutes,,0.048,0.052,0,0,May,3,chrome_99.1.4,3,Returning_Visitor,FALSE,c_4,93.56601728,log200,,0
4400,0,0,0,0.0 minutes,7,355.6666667 minutes,,0,0.038095238,0,1,May,1,safari_15,2,Returning_Visitor,TRUE,c_2,94.48861205,log8080,,0
4401,0,0,0,0.0 minutes,122,1945.321429 minutes,,0.018032787,0.033333333,0,1,May,2,browser_6_v10,1,Returning_Visitor,TRUE,c_6,102.6792944,log202,,0
4402,0,0,0,,27,589.5738095 minutes,,0.007407407,0.005555556,0,0,May,3,chrome_80,3,Returning_Visitor,TRUE,c_4,111.8689311,log200,,0
4403,9,65.5,0,0.0 minutes,72,1243.80882 minutes,1309.30882,0.000675676,0.007297297,0,0,May,2,chrome_98.0.1,4,Returning_Visitor,FALSE,c_2,111.7980284,log200,,0
4404,2,101.5,0,0.0 minutes,26,572.8809524 minutes,674.3809524,0,0.007692308,0,0,May,2,edge_96.0.1054.72,3,New_Visitor,TRUE,c_2,92.75772352,log202,,0
4405,0,0,2,33.0 minutes,21,1277.833333 minutes,,0.008695652,0.036956522,0,0,May,2,chrome_90.1.7,7,Returning_Visitor,TRUE,c_6,104.50146,log400,,0
4406,9,134.7666667,0,0.0 minutes,17,347.547619 minutes,,0.024242424,0.042121212,0,0,May,3,chrome_99.1.4,4,Returning_Visitor,FALSE,c_4,106.6155619,log_100,,0
4407,3,159,2,55.5 minutes,23,1100.125 minutes,1314.625,0,0.011111111,0,0.4,May,3,chrome_98.0.1,4,Returning_Visitor,FALSE,c_14,102.8063729,log8080,,0
4408,4,92,0,0.0 minutes,19,473.0 minutes,565,0,0.004545455,0,0,May,3,chrome_99.1.4,3,Returning_Visitor,FALSE,c_1,106.5976824,log400,,0
4409,7,187.1666667,2,72.0 minutes,22,680.0 minutes,,0,0.006190476,22.45821429,0,May,3,chrome_90.1.7,3,New_Visitor,FALSE,c_2,108.358783,log8080,,1
4410,1,30.5,1,31.0 minutes,24,,,0,0.040740741,0,0,May,4,safari_13,1,Returning_Visitor,FALSE,c_3,107.7709223,log202,,0
